customer_id,call_failure,complains,subscription_length,charge_amount,seconds_of_use,frequency_of_use,frequency_of_sms,distinct_called_numbers,age_group,tariff_plan,status,age,customer_value,churn,usage_minutes,failed_call_rate,sms_share,value_per_usage_minute,value_per_frequency,calls_per_distinct_number,engagement_score,usage_intensity,customer_value_tier,segment,segment_description,suggested_strategy
CUST_0027,9,0,35,0,2990,41,9,16,3,1,2,30,157.24,1,49.833333333333336,0.21428571428571427,0.17647058823529413,3.093245901639344,3.743809523809524,2.411764705882353,22.130052916298503,16.645303411007472,Medium,Low Engagement Customers,Customers with limited usage and weaker day-to-day engagement.,Use re-engagement offers and education campaigns.
CUST_0028,9,1,36,0,2268,44,34,31,3,1,2,30,228.48,1,37.8,0.2,0.43037974683544306,5.888659793814433,5.077333333333333,1.375,0.0,15.661308642825183,Medium,Price-Sensitive / Low-Value Users,Lower-value customers suited for efficient lifecycle campaigns.,Use low-cost automated offers and monitor response.
CUST_0029,0,0,36,0,133,2,0,2,3,1,2,30,5.4,1,2.216666666666667,0.0,0.0,1.6787564766839378,1.8,0.6666666666666666,11.75797966933994,0.7818813891852822,Low,Low Engagement Customers,Customers with limited usage and weaker day-to-day engagement.,Use re-engagement offers and education campaigns.
CUST_0030,1,0,36,0,1668,25,0,6,3,1,1,30,67.72,0,27.8,0.038461538461538464,0.0,2.3513888888888888,2.6046153846153848,3.5714285714285716,17.60940063561996,9.78639038997694,Low,Low Engagement Customers,Customers with limited usage and weaker day-to-day engagement.,Use re-engagement offers and education campaigns.
CUST_0031,3,0,33,1,6785,97,14,22,5,1,1,55,124.23,0,113.08333333333333,0.030612244897959183,0.125,1.0889408327246166,1.2676530612244898,4.217391304347826,35.98787064628268,38.70416136027261,Low,Low Engagement Customers,Customers with limited usage and weaker day-to-day engagement.,Use re-engagement offers and education campaigns.
CUST_0032,0,1,36,0,628,7,9,4,4,1,2,45,38.375,1,10.466666666666667,0.0,0.5294117647058824,3.346656976744186,4.796875,1.4,0.0,3.1169242419027294,Low,Price-Sensitive / Low-Value Users,Lower-value customers suited for efficient lifecycle campaigns.,Use low-cost automated offers and monitor response.
CUST_0033,0,0,36,1,338,4,4,2,5,1,1,55,11.13,0,5.633333333333334,0.0,0.4444444444444444,1.677889447236181,2.226,1.3333333333333333,12.545605745240596,1.732282380477059,Low,Low Engagement Customers,Customers with limited usage and weaker day-to-day engagement.,Use re-engagement offers and education campaigns.
CUST_0034,25,0,31,3,16075,238,0,80,2,2,1,25,734.085,0,267.9166666666667,0.10460251046025104,0.0,2.7297861791137277,3.0714853556485355,2.9382716049382718,70.43037750234942,93.62434172030427,High,Stable Low-Risk Customers,Customers with solid value and manageable risk signals.,Maintain regular engagement and monitor for risk changes.
CUST_0035,6,0,34,3,6965,116,271,33,2,2,1,25,1538.145,0,116.08333333333333,0.05128205128205128,0.6984536082474226,13.137181494661922,13.146538461538462,3.411764705882353,49.099340423415505,43.59604860083296,High,High-Value Loyal Customers,Valuable customers with comparatively healthy retention signals.,Maintain loyalty benefits and proactive relationship management.
CUST_0036,2,0,36,0,3718,82,2,28,2,1,1,25,180.0,0,61.96666666666667,0.024096385542168676,0.023529411764705882,2.8586553732133404,2.1686746987951806,2.8275862068965516,29.108154069857527,27.99628265583589,Medium,Low Engagement Customers,Customers with limited usage and weaker day-to-day engagement.,Use re-engagement offers and education campaigns.
CUST_0037,3,0,35,0,1665,44,38,20,3,1,2,30,220.36,0,27.75,0.06666666666666667,0.4578313253012048,7.664695652173913,4.896888888888889,2.0952380952380953,21.327007141717946,14.249956975183286,Medium,Low Engagement Customers,Customers with limited usage and weaker day-to-day engagement.,Use re-engagement offers and education campaigns.
CUST_0038,6,0,36,0,2780,53,175,23,2,1,1,25,914.985,0,46.333333333333336,0.1111111111111111,0.7641921397379913,19.330669014084506,16.944166666666668,2.2083333333333335,30.10953745783403,18.977317316628234,High,High-Value Loyal Customers,Valuable customers with comparatively healthy retention signals.,Maintain loyalty benefits and proactive relationship management.
CUST_0039,4,0,27,1,1315,36,193,11,2,2,1,25,929.295,0,21.916666666666668,0.10810810810810811,0.8391304347826087,40.55105454545454,25.11608108108108,3.0,22.825998134086678,11.548411523766909,High,High-Value Loyal Customers,Valuable customers with comparatively healthy retention signals.,Maintain loyalty benefits and proactive relationship management.
CUST_0040,4,0,26,0,1568,39,30,68,4,1,1,45,115.175,0,26.133333333333333,0.1,0.42857142857142855,4.2447788697788695,2.879375,0.5652173913043478,17.095762389142084,12.846453034110075,Low,Low Engagement Customers,Customers with limited usage and weaker day-to-day engagement.,Use re-engagement offers and education campaigns.
CUST_0041,11,0,27,0,700,25,10,7,2,1,2,25,77.625,0,11.666666666666666,0.4230769230769231,0.2777777777777778,6.128289473684211,2.985576923076923,3.125,13.225121258649756,7.520737961656283,Low,Price-Sensitive / Low-Value Users,Lower-value customers suited for efficient lifecycle campaigns.,Use low-cost automated offers and monitor response.
CUST_0042,0,0,26,0,825,10,21,3,4,1,2,45,73.375,1,13.75,0.0,0.65625,4.97457627118644,6.670454545454546,2.5,11.466271142269049,4.283894950607511,Low,Low Engagement Customers,Customers with limited usage and weaker day-to-day engagement.,Use re-engagement offers and education campaigns.
CUST_0043,10,0,25,0,1225,32,19,13,2,1,1,25,142.065,0,20.416666666666668,0.30303030303030304,0.36538461538461536,6.633385214007782,4.305,2.2857142857142856,14.770506550783855,10.396585550545554,Low,Price-Sensitive / Low-Value Users,Lower-value customers suited for efficient lifecycle campaigns.,Use low-cost automated offers and monitor response.
CUST_0044,2,0,25,0,3225,61,8,23,3,1,1,30,163.44,0,53.75,0.03225806451612903,0.11428571428571428,2.9852054794520546,2.6361290322580646,2.5416666666666665,21.840267812834597,21.90121502082401,Medium,Low Engagement Customers,Customers with limited usage and weaker day-to-day engagement.,Use re-engagement offers and education campaigns.
CUST_0045,2,0,18,0,1695,26,28,14,2,1,1,25,203.445,0,28.25,0.07407407407407407,0.509090909090909,6.955384615384615,7.535,1.7333333333333334,12.73048497417546,10.084879358413934,Medium,Low Engagement Customers,Customers with limited usage and weaker day-to-day engagement.,Use re-engagement offers and education campaigns.
CUST_0046,16,0,17,1,6393,141,85,42,2,2,1,25,676.53,0,106.55,0.11267605633802817,0.3744493392070485,6.290376569037657,4.764295774647887,3.2790697674418605,38.60472568282018,48.13960692527451,High,Stable Low-Risk Customers,Customers with solid value and manageable risk signals.,Maintain regular engagement and monitor for risk changes.
CUST_0047,12,0,15,0,8933,171,73,40,4,1,1,45,410.1,0,148.88333333333333,0.06976744186046512,0.2979591836734694,2.7361280996330484,2.3843023255813955,4.170731707317073,46.039532250617334,61.143427528998714,Medium,Stable Low-Risk Customers,Customers with solid value and manageable risk signals.,Maintain regular engagement and monitor for risk changes.
CUST_0048,8,0,16,3,2853,45,31,19,3,2,1,30,239.92,0,47.55,0.17391304347826086,0.4025974025974026,4.941709577754892,5.2156521739130435,2.25,16.804220158757406,17.26582452758751,Medium,Low Engagement Customers,Customers with limited usage and weaker day-to-day engagement.,Use re-engagement offers and education campaigns.
CUST_0049,2,0,9,1,4390,40,215,10,3,1,1,30,1037.2,0,73.16666666666667,0.04878048780487805,0.83984375,13.984719101123595,25.297560975609755,3.6363636363636362,23.479459487934488,19.686779334320036,High,High-Value Loyal Customers,Valuable customers with comparatively healthy retention signals.,Maintain loyalty benefits and proactive relationship management.
CUST_0050,3,0,9,1,1488,19,0,7,3,1,1,30,60.28,1,24.8,0.15,0.0,2.336434108527132,3.0140000000000002,2.375,7.265351515360121,7.953326678828349,Low,Low Engagement Customers,Customers with limited usage and weaker day-to-day engagement.,Use re-engagement offers and education campaigns.
CUST_0051,11,0,40,1,4430,74,10,19,3,1,1,30,220.16,0,73.83333333333333,0.14666666666666667,0.11764705882352941,2.9420044543429844,2.9354666666666667,3.7,30.930118343392476,27.78040133549031,Medium,Low Engagement Customers,Customers with limited usage and weaker day-to-day engagement.,Use re-engagement offers and education campaigns.
CUST_0052,3,0,41,1,378,8,12,6,3,1,1,30,63.44,0,6.3,0.3333333333333333,0.5714285714285714,8.69041095890411,7.0488888888888885,1.1428571428571428,15.175900718468583,2.767080852235569,Low,Price-Sensitive / Low-Value Users,Lower-value customers suited for efficient lifecycle campaigns.,Use low-cost automated offers and monitor response.
CUST_0053,13,0,39,1,2513,63,364,26,3,1,1,30,1559.04,0,41.88333333333333,0.203125,0.8504672897196262,36.35538282160902,24.36,2.3333333333333335,39.27749791715529,20.705331635287234,High,High-Value Loyal Customers,Valuable customers with comparatively healthy retention signals.,Maintain loyalty benefits and proactive relationship management.
CUST_0054,13,0,40,1,4258,69,6,37,1,1,1,15,270.985,0,70.96666666666667,0.18571428571428572,0.07894736842105263,3.765423807318203,3.8712142857142857,1.8157894736842106,29.788656174833573,26.20135614222283,Medium,Low Engagement Customers,Customers with limited usage and weaker day-to-day engagement.,Use re-engagement offers and education campaigns.
CUST_0055,6,0,40,1,2453,61,7,35,2,1,1,25,144.63,0,40.88333333333333,0.0967741935483871,0.10144927536231885,3.4531635495423796,2.3327419354838708,1.6944444444444444,25.560411533286022,20.094310398237702,Low,Low Engagement Customers,Customers with limited usage and weaker day-to-day engagement.,Use re-engagement offers and education campaigns.
CUST_0056,14,0,40,2,3835,85,37,30,3,2,1,30,304.8,0,63.916666666666664,0.16279069767441862,0.3008130081300813,4.695250320924263,3.544186046511628,2.7419354838709675,32.42993457302591,28.976009362200116,Medium,Low Engagement Customers,Customers with limited usage and weaker day-to-day engagement.,Use re-engagement offers and education campaigns.
CUST_0057,7,0,40,1,2420,42,290,20,3,1,1,30,1258.48,0,40.333333333333336,0.16279069767441862,0.8708708708708709,30.447096774193547,29.266976744186046,2.0,33.737551660201646,15.546484011978109,High,High-Value Loyal Customers,Valuable customers with comparatively healthy retention signals.,Maintain loyalty benefits and proactive relationship management.
CUST_0058,16,0,39,3,9175,124,149,45,3,1,1,30,967.96,0,152.91666666666666,0.128,0.5437956204379562,6.288857606930158,7.74368,2.6956521739130435,51.107057265224796,50.651017106667126,High,Stable Low-Risk Customers,Customers with solid value and manageable risk signals.,Maintain regular engagement and monitor for risk changes.
CUST_0059,10,0,40,1,13833,172,5,46,3,1,1,30,580.2,0,230.55,0.057803468208092484,0.028089887640449437,2.5057223061973657,3.3537572254335264,3.6595744680851063,60.69567179815009,72.84741679000449,High,Stable Low-Risk Customers,Customers with solid value and manageable risk signals.,Maintain regular engagement and monitor for risk changes.
CUST_0060,10,0,40,2,4575,86,7,27,3,1,1,30,214.44,0,76.25,0.11494252873563218,0.07446808510638298,2.7759223300970874,2.4648275862068965,3.0714285714285716,32.71676945386795,30.94331050149727,Medium,Low Engagement Customers,Customers with limited usage and weaker day-to-day engagement.,Use re-engagement offers and education campaigns.
CUST_0061,9,0,40,1,5978,98,12,14,3,1,1,30,291.04,0,99.63333333333334,0.09090909090909091,0.10810810810810811,2.8920834713481285,2.93979797979798,6.533333333333333,37.018242926908954,37.05063160430937,Medium,Low Engagement Customers,Customers with limited usage and weaker day-to-day engagement.,Use re-engagement offers and education campaigns.
CUST_0062,12,0,40,1,2298,57,13,19,3,1,1,30,146.2,0,38.3,0.20689655172413793,0.18309859154929578,3.7201017811704835,2.5206896551724136,2.85,24.969188042013034,18.790348673114654,Low,Low Engagement Customers,Customers with limited usage and weaker day-to-day engagement.,Use re-engagement offers and education campaigns.
CUST_0063,28,0,40,4,15200,228,59,34,3,1,1,30,853.12,0,253.33333333333334,0.1222707423580786,0.2048611111111111,3.3543381389252946,3.7254148471615722,6.514285714285714,72.850560742691,89.22341926823393,High,Stable Low-Risk Customers,Customers with solid value and manageable risk signals.,Maintain regular engagement and monitor for risk changes.
CUST_0064,7,0,40,2,3155,30,488,10,3,1,1,30,2079.4,0,52.583333333333336,0.22580645161290322,0.9402697495183044,38.80684292379471,67.07741935483871,2.727272727272727,40.9669279368518,14.443258871717207,High,High-Value Loyal Customers,Valuable customers with comparatively healthy retention signals.,Maintain loyalty benefits and proactive relationship management.
CUST_0065,12,0,39,1,15545,185,155,32,2,1,1,25,1405.35,0,259.0833333333333,0.06451612903225806,0.45454545454545453,5.403460429349567,7.555645161290322,5.606060606060606,70.89146910707863,79.913261969504,High,Stable Low-Risk Customers,Customers with solid value and manageable risk signals.,Maintain regular engagement and monitor for risk changes.
CUST_0066,6,0,39,2,6560,89,191,28,3,1,1,30,1029.96,0,109.33333333333333,0.06666666666666667,0.6797153024911032,9.334984894259819,11.444,3.0689655172413794,43.32192735401615,36.295184662513336,High,High-Value Loyal Customers,Valuable customers with comparatively healthy retention signals.,Maintain loyalty benefits and proactive relationship management.
CUST_0067,3,0,39,1,935,17,5,13,2,1,1,25,65.34,0,15.583333333333334,0.16666666666666666,0.21739130434782608,3.9401005025125624,3.6300000000000003,1.2142857142857142,16.438942195303046,6.188414277355179,Low,Low Engagement Customers,Customers with limited usage and weaker day-to-day engagement.,Use re-engagement offers and education campaigns.
CUST_0068,5,0,40,1,770,17,18,10,3,1,1,30,103.48,0,12.833333333333334,0.2777777777777778,0.5,7.480481927710843,5.748888888888889,1.5454545454545454,16.988292511279333,5.802223522527794,Low,Price-Sensitive / Low-Value Users,Lower-value customers suited for efficient lifecycle campaigns.,Use low-cost automated offers and monitor response.
CUST_0069,3,1,39,1,60,3,5,2,2,1,1,25,25.335,1,1.0,0.75,0.5555555555555556,12.6675,6.33375,1.0,0.0,0.846315354696589,Low,Price-Sensitive / Low-Value Users,Lower-value customers suited for efficient lifecycle campaigns.,Use low-cost automated offers and monitor response.
CUST_0070,6,0,39,1,7568,130,389,45,3,1,1,30,1863.92,0,126.13333333333334,0.04580152671755725,0.7480769230769231,14.661143156790772,14.228396946564885,2.8260869565217392,58.30504105307822,48.30151791553368,High,High-Value Loyal Customers,Valuable customers with comparatively healthy retention signals.,Maintain loyalty benefits and proactive relationship management.
CUST_0071,10,0,39,2,11525,157,16,49,4,2,1,45,332.05,0,192.08333333333334,0.06329113924050633,0.09195402298850575,1.719723780750971,2.1015822784810125,3.14,54.6659030158829,63.91601555777373,Medium,Stable Low-Risk Customers,Customers with solid value and manageable risk signals.,Maintain regular engagement and monitor for risk changes.
CUST_0072,11,0,39,2,6778,78,113,39,2,1,1,25,817.02,0,112.96666666666667,0.13924050632911392,0.5885416666666666,7.168938286048552,10.342025316455697,1.95,39.20629761510459,34.21718927477369,High,Low Engagement Customers,Customers with limited usage and weaker day-to-day engagement.,Use re-engagement offers and education campaigns.
CUST_0073,26,1,35,1,1015,50,21,19,3,1,1,30,126.6,1,16.916666666666668,0.5098039215686274,0.2916666666666667,7.066046511627906,2.4823529411764707,2.5,0.0,14.14036416204867,Low,Price-Sensitive / Low-Value Users,Lower-value customers suited for efficient lifecycle campaigns.,Use low-cost automated offers and monitor response.
CUST_0074,24,1,38,9,10495,96,6,44,5,2,1,55,167.865,0,174.91666666666666,0.24742268041237114,0.05825242718446602,0.9542302226432972,1.7305670103092785,2.1333333333333333,18.76122824531292,47.15230785116855,Medium,Price-Sensitive / Low-Value Users,Lower-value customers suited for efficient lifecycle campaigns.,Use low-cost automated offers and monitor response.
CUST_0075,16,0,38,2,5878,101,31,26,2,1,1,25,408.555,0,97.96666666666667,0.1568627450980392,0.23308270676691728,4.128208150892556,4.005441176470589,3.740740740740741,37.30061754743787,37.522458954324854,Medium,Low Engagement Customers,Customers with limited usage and weaker day-to-day engagement.,Use re-engagement offers and education campaigns.
CUST_0076,4,0,36,1,2900,25,5,16,3,1,1,30,137.0,0,48.333333333333336,0.15384615384615385,0.16129032258064516,2.7770270270270268,5.269230769230769,1.4705882352941178,19.963639743879362,12.66994802602141,Low,Low Engagement Customers,Customers with limited usage and weaker day-to-day engagement.,Use re-engagement offers and education campaigns.
CUST_0077,12,0,37,1,3050,44,14,18,3,1,1,30,179.76,1,50.833333333333336,0.26666666666666666,0.23728813559322035,3.468038585209003,3.9946666666666664,2.3157894736842106,23.520531436541653,17.491618765704057,Medium,Price-Sensitive / Low-Value Users,Lower-value customers suited for efficient lifecycle campaigns.,Use low-cost automated offers and monitor response.
CUST_0078,12,1,38,1,2328,47,39,33,3,1,1,30,251.0,1,38.8,0.25,0.4482758620689655,6.306532663316584,5.229166666666667,1.3823529411764706,0.0,16.50762399752177,Medium,Price-Sensitive / Low-Value Users,Lower-value customers suited for efficient lifecycle campaigns.,Use low-cost automated offers and monitor response.
CUST_0079,3,0,38,1,193,5,5,4,3,1,1,30,27.92,1,3.216666666666667,0.5,0.45454545454545453,6.6213438735177865,4.653333333333333,1.0,13.14845818958309,1.6281967438818712,Low,Price-Sensitive / Low-Value Users,Lower-value customers suited for efficient lifecycle campaigns.,Use low-cost automated offers and monitor response.
CUST_0080,4,0,38,1,1728,28,5,8,4,1,1,45,56.4,0,28.8,0.13793103448275862,0.14705882352941177,1.8926174496644295,1.9448275862068964,3.111111111111111,18.999879155863105,10.632705744673528,Low,Low Engagement Customers,Customers with limited usage and weaker day-to-day engagement.,Use re-engagement offers and education campaigns.
CUST_0081,6,0,35,2,6845,100,19,24,5,1,1,55,132.675,0,114.08333333333333,0.0594059405940594,0.15833333333333333,1.152860246198407,1.3136138613861388,4.0,37.37834916652582,39.55047671496919,Low,Low Engagement Customers,Customers with limited usage and weaker day-to-day engagement.,Use re-engagement offers and education campaigns.
CUST_0082,3,0,38,1,688,10,14,6,4,1,1,45,52.45,1,11.466666666666667,0.2727272727272727,0.56,4.207219251336898,4.7681818181818185,1.4285714285714286,15.048489483955521,3.963239596599319,Low,Price-Sensitive / Low-Value Users,Lower-value customers suited for efficient lifecycle campaigns.,Use low-cost automated offers and monitor response.
CUST_0083,3,0,38,2,398,7,9,4,5,1,1,55,19.575,0,6.633333333333334,0.375,0.5294117647058824,2.564410480349345,2.446875,1.4,13.936084265483744,2.578597735173648,Low,Price-Sensitive / Low-Value Users,Lower-value customers suited for efficient lifecycle campaigns.,Use low-cost automated offers and monitor response.
CUST_0084,28,0,33,4,16135,241,5,82,2,1,1,25,759.42,0,268.9166666666667,0.11570247933884298,0.020242914979757085,2.8135350416795304,3.138099173553719,2.9036144578313254,71.82085602259257,94.47065707500086,High,Stable Low-Risk Customers,Customers with solid value and manageable risk signals.,Maintain regular engagement and monitor for risk changes.
CUST_0085,9,1,36,4,7025,119,276,35,3,2,1,30,1389.76,0,117.08333333333333,0.075,0.696969696969697,11.769315455187016,11.581333333333333,3.3055555555555554,25.48981894365866,44.44236395552955,High,Price-Sensitive / Low-Value Users,Lower-value customers suited for efficient lifecycle campaigns.,Use low-cost automated offers and monitor response.
CUST_0086,5,0,38,1,3778,85,7,30,3,1,1,30,182.52,0,62.96666666666667,0.05813953488372093,0.07526881720430108,2.8533611255862428,2.1223255813953488,2.7419354838709675,30.498632590100684,28.842598010532473,Medium,Low Engagement Customers,Customers with limited usage and weaker day-to-day engagement.,Use re-engagement offers and education campaigns.
CUST_0087,6,0,37,1,1725,47,43,22,3,1,1,30,242.88,0,28.75,0.125,0.4725274725274725,8.164033613445378,5.06,2.0434782608695654,22.717485661961096,15.096272329879875,Medium,Low Engagement Customers,Customers with limited usage and weaker day-to-day engagement.,Use re-engagement offers and education campaigns.
CUST_0088,9,0,38,1,2840,56,180,25,2,1,1,25,940.32,0,47.333333333333336,0.15789473684210525,0.759493670886076,19.454896551724136,16.49684210526316,2.1538461538461537,31.500015978077183,19.82363267132482,High,High-Value Loyal Customers,Valuable customers with comparatively healthy retention signals.,Maintain loyalty benefits and proactive relationship management.
